elapsed_s,objects,nodes,orphans
3.150,3473,134,0
3.158,3473,134,0
3.167,3473,134,0
3.175,3473,134,0
3.183,3471,134,0
3.192,3469,133,0
3.200,3464,133,0
3.208,3464,133,0
3.217,3459,130,0
3.225,3450,130,0
3.233,3450,130,0
3.242,3450,130,0
3.250,3460,134,0
3.258,3460,134,0
3.267,3470,134,0
3.275,3470,134,0
3.283,3470,134,0
3.292,3470,134,0
3.300,3470,134,0
3.308,3470,134,0
3.317,3470,134,0
3.325,3549,151,0
3.333,3549,151,0
3.342,3562,153,0
3.350,3557,153,0
3.358,3553,151,0
3.367,3545,151,0
3.375,3543,150,0
3.383,3539,150,0
3.392,3539,150,0
3.400,3539,150,0
3.408,3539,150,0
3.417,3539,150,0
3.425,3539,150,0
3.433,3539,150,0
3.442,3539,150,0
3.450,3537,150,0
3.458,3533,150,0
3.467,3533,150,0
3.475,3529,148,0
3.483,3519,148,0
3.492,3517,147,0
3.500,3512,147,0
3.508,3512,147,0
3.517,3512,147,0
3.525,3512,147,0
3.533,3506,147,0
3.542,3506,147,0
3.550,3506,147,0
3.558,3506,147,0
3.567,3503,143,0
3.575,3496,143,0
3.583,3496,143,0
3.592,3493,140,0
3.600,3497,137,0
3.608,3487,137,0
3.617,3487,137,0
3.625,3485,136,0
3.633,3481,136,0
3.642,3481,136,0
3.650,3481,136,0
3.658,3481,136,0
3.667,3481,136,0
3.675,3481,136,0
3.683,3481,136,0
3.692,3481,136,0
3.700,3481,136,0
3.708,3481,136,0
3.717,3481,136,0
3.725,3481,136,0
3.733,3481,136,0
3.742,3481,136,0
3.750,3479,136,0
3.758,3477,135,0
3.767,3472,135,0
3.775,3470,134,0
3.783,3466,134,0
3.792,3463,134,0
3.800,3463,134,0
3.808,3463,134,0
3.817,3473,134,0
3.825,3473,134,0
3.833,3473,134,0
3.842,3473,134,0
3.850,3473,134,0
3.858,3473,134,0
3.867,3473,134,0
3.875,3543,150,0
3.883,3556,152,0
3.892,3551,152,0
3.900,3551,152,0
3.908,3547,150,0
3.917,3539,150,0
3.925,3537,149,0
3.933,3533,149,0
3.942,3533,149,0
3.950,3533,149,0
3.958,3533,149,0
3.967,3533,149,0
3.975,3533,149,0
3.983,3533,149,0
3.992,3533,149,0
4.000,3539,148,0
4.008,3527,146,0
4.017,3515,145,0
4.025,3510,145,0
4.033,3510,145,0
4.042,3504,145,0
4.050,3498,141,0
4.058,3491,141,0
4.067,3488,138,0
4.075,3492,135,0
4.083,3482,135,0
4.092,3482,135,0
4.100,3482,135,0
4.108,3482,135,0
4.117,3480,134,0
4.125,3476,134,0
4.133,3476,134,0
4.142,3476,134,0
4.150,3476,134,0
4.158,3476,134,0
4.167,3476,134,0
4.175,3471,131,0
4.183,3465,131,0
4.192,3465,131,0
4.200,3465,131,0
4.208,3465,131,0
4.217,3473,135,0
4.225,3473,135,0
4.233,3473,135,0
4.242,3473,135,0
4.250,3471,134,0
4.258,3466,134,0
4.267,3466,134,0
4.275,3466,134,0
4.283,3466,134,0
4.292,3466,134,0
4.300,3466,134,0
4.308,3476,134,0
4.317,3476,134,0
4.325,3476,134,0
4.333,3476,134,0
4.342,3476,134,0
4.350,3476,134,0
4.358,3476,134,0
4.367,3546,150,0
4.375,3546,150,0
4.383,3559,152,0
4.392,3554,152,0
4.400,3547,150,0
4.408,3537,149,0
4.417,3533,149,0
4.425,3533,149,0
4.433,3533,149,0
4.442,3533,149,0
4.450,3533,149,0
4.458,3533,149,0
4.467,3533,149,0
4.475,3533,149,0
4.483,3533,149,0
4.492,3529,149,0
4.500,3529,149,0
4.508,3527,149,0
4.517,3523,147,0
4.525,3513,147,0
4.533,3513,147,0
4.542,3511,146,0
4.550,3506,146,0
4.558,3506,146,0
4.567,3506,146,0
4.575,3500,146,0
4.583,3500,146,0
4.592,3500,146,0
4.600,3500,146,0
4.608,3494,142,0
4.617,3487,142,0
4.625,3487,142,0
4.633,3487,142,0
4.642,3484,139,0
4.650,3473,134,0
4.658,3478,136,0
4.667,3478,136,0
4.675,3478,136,0
4.683,3478,136,0
4.692,3476,135,0
4.700,3472,135,0
4.708,3472,135,0
4.717,3472,135,0
4.725,3472,135,0
4.733,3472,135,0
4.742,3472,135,0
4.750,3472,135,0
4.758,3472,135,0
4.767,3472,135,0
4.775,3472,135,0
4.783,3472,135,0
4.792,3472,135,0
4.800,3470,135,0
4.808,3470,135,0
4.817,3470,135,0
4.825,3468,134,0
4.833,3463,134,0
4.842,3463,134,0
4.850,3466,134,0
4.858,3466,134,0
4.867,3466,134,0
4.875,3476,134,0
4.883,3476,134,0
4.892,3476,134,0
4.900,3476,134,0
4.908,3476,134,0
4.917,3476,134,0
4.925,3476,134,0
4.933,3546,150,0
4.942,3546,150,0
4.950,3546,150,0
4.958,3559,152,0
4.967,3550,150,0
4.975,3542,150,0
4.983,3542,150,0
4.992,3546,148,0
5.000,3537,148,0
5.008,3540,148,0
5.017,3540,148,0
5.025,3540,148,0
5.033,3540,148,0
5.042,3540,148,0
5.050,3540,148,0
5.058,3540,148,0
5.067,3536,148,0
5.075,3536,148,0
5.083,3531,148,0
5.092,3531,148,0
5.100,3527,146,0
5.108,3517,146,0
5.117,3517,146,0
5.125,3515,145,0
5.133,3510,145,0
5.142,3510,145,0
5.150,3510,145,0
5.158,3504,145,0
5.167,3504,145,0
5.175,3504,145,0
5.183,3498,141,0
5.192,3491,141,0
5.200,3491,141,0
5.208,3491,141,0
5.217,3488,138,0
5.225,3477,133,0
5.233,3479,135,0
5.242,3474,132,0
5.250,3468,132,0
5.258,3468,132,0
5.267,3466,131,0
5.275,3462,131,0
5.283,3472,135,0
5.292,3472,135,0
5.300,3472,135,0
5.308,3472,135,0
5.317,3472,135,0
5.325,3472,135,0
5.333,3472,135,0
5.342,3472,135,0
5.350,3472,135,0
5.358,3472,135,0
5.367,3472,135,0
5.375,3470,135,0
5.383,3470,135,0
5.392,3470,135,0
5.400,3468,134,0
5.408,3463,134,0
5.417,3463,134,0
5.425,3463,134,0
5.433,3463,134,0
5.442,3463,134,0
5.450,3473,134,0
5.458,3473,134,0
5.467,3473,134,0
5.475,3473,134,0
5.483,3473,134,0
5.492,3473,134,0
5.500,3473,134,0
5.508,3543,150,0
5.517,3543,150,0
5.525,3543,150,0
5.533,3559,152,0
5.542,3550,150,0
5.550,3542,150,0
5.558,3542,150,0
5.567,3540,149,0
5.575,3536,149,0
5.583,3536,149,0
5.592,3536,149,0
5.600,3536,149,0
5.608,3536,149,0
5.617,3536,149,0
5.625,3536,149,0
5.633,3536,149,0
5.642,3532,149,0
5.650,3530,149,0
5.658,3530,149,0
5.667,3530,149,0
5.675,3526,147,0
5.683,3516,147,0
5.692,3516,147,0
5.700,3514,146,0
5.708,3509,146,0
5.717,3509,146,0
5.725,3509,146,0
5.733,3503,146,0
5.742,3503,146,0
5.750,3503,146,0
5.758,3503,146,0
5.767,3494,142,0
5.775,3487,142,0
5.783,3487,142,0
5.792,3487,142,0
5.800,3484,139,0
5.808,3473,134,0
5.817,3478,136,0
5.825,3478,136,0
5.833,3478,136,0
5.842,3478,136,0
5.850,3476,135,0
5.858,3472,135,0
5.867,3472,135,0
5.875,3472,135,0
5.883,3472,135,0
5.892,3472,135,0
5.900,3472,135,0
5.908,3472,135,0
5.917,3472,135,0
5.925,3472,135,0
5.933,3472,135,0
5.942,3472,135,0
5.950,3472,135,0
5.958,3479,137,0
5.967,3477,137,0
5.975,3477,137,0
5.983,3475,136,0
5.992,3470,136,0
6.000,3470,136,0
6.008,3470,136,0
6.017,3470,136,0
6.025,3470,136,0
6.033,3480,136,0
6.042,3480,136,0
6.050,3480,136,0
6.058,3480,136,0
6.067,3480,136,0
6.075,3489,135,0
6.083,3484,135,0
6.092,3554,151,0
6.100,3554,151,0
6.108,3554,151,0
6.117,3567,153,0
6.125,3558,151,0
6.133,3550,151,0
6.142,3550,151,0
6.150,3548,150,0
6.158,3544,150,0
6.167,3544,150,0
6.175,3544,150,0
6.183,3544,150,0
6.192,3544,150,0
6.200,3544,150,0
6.208,3544,150,0
6.217,3544,150,0
6.225,3543,150,0
6.233,3543,150,0
6.242,3541,150,0
6.250,3541,150,0
6.258,3537,148,0
6.267,3527,148,0
6.275,3527,148,0
6.283,3525,147,0
6.292,3520,147,0
6.300,3520,147,0
6.308,3517,147,0
6.317,3511,147,0
6.325,3511,147,0
6.333,3506,144,0
6.342,3500,144,0
6.350,3494,140,0
6.358,3487,140,0
6.367,3487,140,0
6.375,3497,144,0
6.383,3494,141,0
6.392,3483,136,0
6.400,3488,138,0
6.408,3488,138,0
6.417,3488,138,0
6.425,3488,138,0
6.433,3486,137,0
6.442,3482,137,0
6.450,3482,137,0
6.458,3479,137,0
6.467,3479,137,0
6.475,3479,137,0
6.483,3479,137,0
6.492,3479,137,0
6.500,3479,137,0
6.508,3479,137,0
6.517,3479,137,0
6.525,3479,137,0
6.533,3479,137,0
6.542,3479,137,0
6.550,3477,137,0
6.558,3477,137,0
6.567,3475,136,0
6.575,3470,136,0
6.583,3470,136,0
6.592,3470,136,0
6.600,3470,136,0
6.608,3470,136,0
6.617,3480,136,0
6.625,3480,136,0
6.633,3480,136,0
6.642,3480,136,0
6.650,3480,136,0
6.658,3480,136,0
6.667,3480,136,0
6.675,3550,152,0
6.683,3547,150,0
6.692,3543,150,0
6.700,3556,152,0
6.708,3547,150,0
6.717,3539,150,0
6.725,3539,150,0
6.733,3537,149,0
6.742,3533,149,0
6.750,3533,149,0
6.758,3533,149,0
6.767,3533,149,0
6.775,3533,149,0
6.783,3533,149,0
6.792,3533,149,0
6.800,3533,149,0
6.808,3529,149,0
6.817,3529,149,0
6.825,3527,149,0
6.833,3527,149,0
6.842,3523,147,0
6.850,3513,147,0
6.858,3513,147,0
6.867,3511,146,0
6.875,3506,146,0
6.883,3506,146,0
6.892,3506,146,0
6.900,3500,146,0
6.908,3500,146,0
6.917,3503,146,0
6.925,3503,146,0
6.933,3497,142,0
6.942,3490,142,0
6.950,3490,142,0
6.958,3490,142,0
6.967,3487,139,0
6.975,3476,134,0
6.983,3481,136,0
6.992,3481,136,0
7.000,3481,136,0
7.008,3481,136,0
7.017,3479,135,0
7.025,3475,135,0
7.033,3475,135,0
7.042,3475,135,0
7.050,3475,135,0
7.058,3475,135,0
7.067,3475,135,0
7.075,3475,135,0
7.083,3475,135,0
7.092,3475,135,0
7.100,3475,135,0
7.108,3475,135,0
7.117,3475,135,0
7.125,3473,135,0
7.133,3473,135,0
7.142,3473,135,0
7.150,3471,134,0
7.158,3466,134,0
7.167,3472,133,0
7.175,3467,133,0
7.183,3467,133,0
7.192,3467,133,0
7.200,3477,133,0
7.208,3477,133,0
7.217,3477,133,0
7.225,3477,133,0
7.233,3477,133,0
7.242,3477,133,0
7.250,3477,133,0
7.258,3547,149,0
7.267,3547,149,0
7.275,3547,149,0
7.283,3560,151,0
7.292,3551,149,0
7.300,3543,149,0
7.308,3543,149,0
7.317,3541,148,0
7.325,3537,148,0
7.333,3537,148,0
7.342,3537,148,0
7.350,3537,148,0
7.358,3537,148,0
7.367,3537,148,0
7.375,3537,148,0
7.383,3534,148,0
7.392,3530,148,0
7.400,3530,148,0
7.408,3528,148,0
7.417,3528,148,0
7.425,3519,143,0
7.433,3503,143,0
7.442,3503,143,0
7.450,3501,142,0
7.458,3496,142,0
7.467,3506,146,0
7.475,3506,146,0
7.483,3500,146,0
7.492,3500,146,0
7.500,3500,146,0
7.508,3500,146,0
7.517,3494,142,0
7.525,3487,142,0
7.533,3487,142,0
7.542,3487,142,0
7.550,3484,139,0
7.558,3488,136,0
7.567,3478,136,0
7.575,3478,136,0
7.583,3478,136,0
7.592,3476,135,0
7.600,3472,135,0
7.608,3475,135,0
7.617,3475,135,0
7.625,3475,135,0
7.633,3475,135,0
7.642,3475,135,0
7.650,3475,135,0
7.658,3475,135,0
7.667,3475,135,0
7.675,3475,135,0
7.683,3475,135,0
7.692,3475,135,0
7.700,3475,135,0
7.708,3473,135,0
7.717,3471,134,0
7.725,3466,134,0
7.733,3466,134,0
7.742,3466,134,0
7.750,3466,134,0
7.758,3466,134,0
7.767,3466,134,0
7.775,3476,134,0
7.783,3476,134,0
7.792,3476,134,0
7.800,3476,134,0
7.808,3476,134,0
7.817,3476,134,0
7.825,3476,134,0
7.833,3546,150,0
7.842,3543,150,0
7.850,3543,150,0
7.858,3556,152,0
7.867,3547,150,0
7.875,3539,150,0
7.883,3539,150,0
7.892,3537,149,0
7.900,3533,149,0
7.908,3533,149,0
7.917,3533,149,0
7.925,3533,149,0
7.933,3533,149,0
7.942,3533,149,0
7.950,3533,149,0
7.958,3533,149,0
7.967,3529,149,0
7.975,3527,149,0
7.983,3527,149,0
7.992,3527,149,0
8.000,3523,147,0
8.008,3513,147,0
8.017,3513,147,0
8.025,3511,146,0
8.033,3506,146,0
8.042,3506,146,0
8.050,3506,146,0
8.058,3500,146,0
8.067,3500,146,0
8.075,3500,146,0
8.083,3500,146,0
8.092,3494,142,0
8.100,3487,142,0
8.108,3487,142,0
8.117,3487,142,0
8.125,3484,139,0
8.133,3473,134,0
8.142,3478,136,0
8.150,3478,136,0
8.158,3478,136,0
8.167,3478,136,0
8.175,3476,135,0
8.183,3472,135,0
8.192,3472,135,0
8.200,3472,135,0
8.208,3472,135,0
8.217,3475,135,0
8.225,3475,135,0
8.233,3475,135,0
8.242,3475,135,0
8.250,3481,134,0
8.258,3476,134,0
8.267,3476,134,0
8.275,3476,134,0
8.283,3476,134,0
8.292,3474,134,0
8.300,3477,134,0
8.308,3475,133,0
8.317,3470,133,0
8.325,3470,133,0
8.333,3470,133,0
8.342,3470,133,0
8.350,3470,133,0
8.358,3480,133,0
8.367,3480,133,0
8.375,3480,133,0
8.383,3480,133,0
8.392,3480,133,0
8.400,3480,133,0
8.408,3480,133,0
8.417,3556,150,0
8.425,3556,150,0
8.433,3556,150,0
8.442,3569,152,0
8.450,3557,150,0
8.458,3549,150,0
8.467,3549,150,0
8.475,3547,149,0
8.483,3543,149,0
8.492,3543,149,0
8.500,3543,149,0
8.508,3538,146,0
8.517,3532,146,0
8.525,3532,146,0
8.533,3529,146,0
8.542,3529,146,0
8.550,3535,150,0
8.558,3535,150,0
8.567,3533,150,0
8.575,3533,150,0
8.583,3529,148,0
8.592,3519,148,0
8.600,3519,148,0
8.608,3517,147,0
8.617,3512,147,0
8.625,3512,147,0
8.633,3512,147,0
8.642,3506,147,0
8.650,3506,147,0
8.658,3506,147,0
8.667,3506,147,0
8.675,3500,143,0
8.683,3493,143,0
8.692,3493,143,0
8.700,3493,143,0
8.708,3490,140,0
8.717,3479,135,0
8.725,3484,137,0
8.733,3484,137,0
8.742,3484,137,0
8.750,3484,137,0
8.758,3482,136,0
8.767,3478,136,0
8.775,3478,136,0
8.783,3478,136,0
8.792,3478,136,0
8.800,3478,136,0
8.808,3478,136,0
8.817,3478,136,0
8.825,3478,136,0
8.833,3478,136,0
8.842,3478,136,0
8.850,3478,136,0
8.858,3478,136,0
8.867,3476,136,0
8.875,3476,136,0
8.883,3476,136,0
8.892,3474,135,0
8.900,3467,134,0
8.908,3463,134,0
8.917,3463,134,0
8.925,3463,134,0
8.933,3463,134,0
8.942,3473,134,0
8.950,3473,134,0
8.958,3473,134,0
8.967,3473,134,0
8.975,3473,134,0
8.983,3473,134,0
8.992,3476,134,0
9.000,3552,151,0
9.008,3552,151,0
9.017,3552,151,0
9.025,3565,153,0
9.033,3556,151,0
9.042,3548,151,0
9.050,3548,151,0
9.058,3546,150,0
9.067,3542,150,0
9.075,3542,150,0
9.083,3542,150,0
9.092,3542,150,0
9.100,3542,150,0
9.108,3542,150,0
9.117,3542,150,0
9.125,3542,150,0
9.133,3538,150,0
9.142,3538,150,0
9.150,3536,150,0
9.158,3536,150,0
9.167,3532,148,0
9.175,3522,148,0
9.183,3522,148,0
9.192,3520,147,0
9.200,3515,147,0
9.208,3515,147,0
9.217,3515,147,0
9.225,3506,147,0
9.233,3506,147,0
9.242,3506,147,0
9.250,3506,147,0
9.258,3500,143,0
9.267,3493,143,0
9.275,3493,143,0
9.283,3493,143,0
9.292,3493,140,0
9.300,3482,135,0
9.308,3487,137,0
9.317,3487,137,0
9.325,3487,137,0
9.333,3487,137,0
9.342,3491,135,0
9.350,3482,135,0
9.358,3482,135,0
9.367,3482,135,0
9.375,3482,135,0
9.383,3482,135,0
9.392,3482,135,0
9.400,3482,135,0
9.408,3482,135,0
9.417,3482,135,0
9.425,3482,135,0
9.433,3482,135,0
9.442,3482,135,0
9.450,3482,135,0
9.458,3482,135,0
9.467,3480,135,0
9.475,3478,134,0
9.483,3471,133,0
9.492,3467,133,0
9.500,3467,133,0
9.508,3467,133,0
9.517,3467,133,0
9.525,3474,133,0
9.533,3474,133,0
9.542,3474,133,0
9.550,3474,133,0
9.558,3474,133,0
9.567,3474,133,0
9.575,3474,133,0
9.583,3544,149,0
9.592,3544,149,0
9.600,3539,146,0
9.608,3546,148,0
9.617,3537,146,0
9.625,3529,146,0
9.633,3529,146,0
9.642,3537,149,0
9.650,3533,149,0
9.658,3533,149,0
9.667,3533,149,0
9.675,3533,149,0
9.683,3533,149,0
9.692,3536,149,0
9.700,3536,149,0
9.708,3536,149,0
9.717,3532,149,0
9.725,3532,149,0
9.733,3530,149,0
9.742,3530,149,0
9.750,3526,147,0
9.758,3516,147,0
9.767,3516,147,0
9.775,3514,146,0
9.783,3509,146,0
9.792,3509,146,0
9.800,3509,146,0
9.808,3503,146,0
9.817,3503,146,0
9.825,3503,146,0
9.833,3503,146,0
9.842,3497,142,0
9.850,3490,142,0
9.858,3490,142,0
9.867,3490,142,0
9.875,3487,139,0
9.883,3476,134,0
9.892,3481,136,0
9.900,3481,136,0
9.908,3481,136,0
9.917,3481,136,0
9.925,3476,135,0
9.933,3472,135,0
9.942,3472,135,0
9.950,3472,135,0
9.958,3472,135,0
9.967,3472,135,0
9.975,3472,135,0
9.983,3472,135,0
9.992,3472,135,0
10.000,3472,135,0
10.008,3472,135,0
10.017,3472,135,0
10.025,3472,135,0
10.033,3470,135,0
10.042,3470,135,0
10.050,3470,135,0
10.058,3468,134,0
10.067,3463,134,0
10.075,3463,134,0
10.083,3463,134,0
10.092,3463,134,0
10.100,3463,134,0
10.108,3473,134,0
10.117,3473,134,0
10.125,3473,134,0
10.133,3473,134,0
10.142,3473,134,0
10.150,3473,134,0
10.158,3473,134,0
10.167,3543,150,0
10.175,3543,150,0
10.183,3543,150,0
10.192,3556,152,0
10.200,3547,150,0
10.208,3539,150,0
10.217,3539,150,0
10.225,3537,149,0
10.233,3533,149,0
10.242,3533,149,0
10.250,3533,149,0
10.258,3533,149,0
10.267,3533,149,0
10.275,3533,149,0
10.283,3533,149,0
10.292,3533,149,0
10.300,3529,149,0
10.308,3529,149,0
10.317,3529,149,0
10.325,3527,149,0
10.333,3523,147,0
10.342,3513,147,0
10.350,3513,147,0
10.358,3511,146,0
10.367,3509,146,0
10.375,3509,146,0
10.383,3512,146,0
10.392,3506,146,0
10.400,3506,146,0
10.408,3506,146,0
10.417,3506,146,0
10.425,3506,146,0
10.433,3506,141,0
10.442,3494,141,0
10.450,3494,141,0
10.458,3491,138,0
10.467,3480,133,0
10.475,3485,135,0
10.483,3485,135,0
10.492,3485,135,0
10.500,3485,135,0
10.508,3485,135,0
10.517,3483,134,0
10.525,3479,134,0
10.533,3479,134,0
10.542,3479,134,0
10.550,3479,134,0
